region_list,model_name,model_cumulative,burke_growth,burke_level,newell_growth,newell_level
Guyana,CNRM-ESM2-1,-9.698195198202797,-99.99999999999997,-61.078330502857355,-98.20891636005112,-34.261170517094804
Honduras,CNRM-ESM2-1,-1.0181488675645278,-99.99999999838596,-54.40521979374206,-96.8726262184282,-46.59785868449613
Hungary,CNRM-ESM2-1,11.683758944388888,-99.99980618473124,-33.352994952230056,-44.40347246915874,-5.258759123659279
Iceland,CNRM-ESM2-1,33.565797952254314,2343.8170334480083,-2.06429399043071,129.59239331899533,3.4348407567182604
India,CNRM-ESM2-1,-11.963461218156791,-99.99999999873411,-61.765889897807405,-87.02895541073937,-42.65428416188786
Indonesia,CNRM-ESM2-1,-5.936410106666012,-99.99999999862385,-57.084001253632664,-95.8616580125271,-37.79854436982565
Iran,CNRM-ESM2-1,-24.845155157222763,-99.9999999999979,-73.71207578972236,-98.73890577600895,-68.59775506922986
Iraq,CNRM-ESM2-1,-47.619729842808425,-100.0,-89.48635399210383,-99.97704527507375,-86.38970256528937
Ireland,CNRM-ESM2-1,3.826776987958258,-99.69373896038334,-17.376302442337742,-5.943375780282128,-4.720016937920923
Italy,CNRM-ESM2-1,-17.556895202996138,-99.9999947303639,-44.319555071100744,-82.76086679468716,-25.336181067459517
Japan,CNRM-ESM2-1,24.867321796053645,-99.99918091025617,-35.162526891533254,-36.87764065761401,-18.110682625960038
Jordan,CNRM-ESM2-1,-53.789696889832136,-100.0,-82.62579631821947,-99.99637586273165,-80.08126292269046
Kazakhstan,CNRM-ESM2-1,162.3410323602537,-99.94212614494066,-27.492832385641663,97.54899881818287,12.812388417161092
Kenya,CNRM-ESM2-1,-41.99982314134577,-99.99999999999994,-53.79256132998973,-99.14792048159129,-36.278066812051776
Kosovo,CNRM-ESM2-1,-45.20158745540409,-99.99999717488463,-53.28342100512333,-94.46823758281259,-42.42087505663993
Kyrgyzstan,CNRM-ESM2-1,-1.8675549882198328,153037.93951302514,-23.23069320472434,350.69981318687576,-15.574413276426707
Laos,CNRM-ESM2-1,-4.060299082805818,-99.99999999998627,-51.722993049790325,-99.44006236471796,-45.35140065234619
Latvia,CNRM-ESM2-1,-6.520435869469255,-76.52013720797915,-14.898298331157056,187.02882013371595,14.64690085680338
Lesotho,CNRM-ESM2-1,1.3310281386878842,-99.99999995190953,-47.86721954614476,-96.80484565999404,-34.89278960385862
Liberia,CNRM-ESM2-1,-19.195318878578504,-99.9999999999984,-58.03222250656075,-97.93657960865903,-36.1653366302536
Lithuania,CNRM-ESM2-1,-21.632543152499107,-91.18380951396936,-16.47864045071633,129.1809520844181,12.033043625638594
Madagascar,CNRM-ESM2-1,-38.924639590006926,-99.99999999999899,-59.589952959851054,-99.90079731780378,-53.759641006709444
Malawi,CNRM-ESM2-1,-27.821173010016263,-99.99999999999997,-48.220476211676164,-99.76042364333857,-36.44574462766868
Malaysia,CNRM-ESM2-1,2.460160761586594,-99.99999999960588,-55.46489150935301,-97.54781118395906,-36.29529822764448
Mali,CNRM-ESM2-1,-27.848471741032434,-100.0,-47.63271664823539,-67.2359754659604,5.109818676645444
Mauritania,CNRM-ESM2-1,68.98263401065734,-100.0,-28.789082056555316,-99.72540296252787,-9.13994773479772
Mexico,CNRM-ESM2-1,-25.930946629645835,-99.99999999998728,-52.655482405398566,-98.77660072237015,-46.58820773349932
Moldova,CNRM-ESM2-1,-42.78240064460766,-99.99999494716899,-54.805036048750885,-58.9706000546293,-39.98781408704328
Mongolia,CNRM-ESM2-1,11.327504995776527,187781.8746032566,4.360024990939371,597.17976159511,14.816787346375516
Montenegro,CNRM-ESM2-1,-36.049459266267924,-99.99999575531216,-48.29838656035118,-89.08034316956542,-33.246877766045756
Morocco,CNRM-ESM2-1,-60.81985727547734,-100.0,-74.66695060215994,-99.99858515583972,-73.7988455416921
Mozambique,CNRM-ESM2-1,-47.36096494623574,-100.0,-59.40407776114578,-99.72806071042089,-41.91451071706311
Myanmar,CNRM-ESM2-1,-9.781915774606109,-99.9999999996915,-53.68872574354433,-97.45354390251214,-42.42525372735702
Namibia,CNRM-ESM2-1,-11.428745378221805,-100.0,-55.96618907115653,-99.99973434195418,-49.368473837778225
Nepal,CNRM-ESM2-1,14.947780677807621,-99.20601755662737,-37.7935783652671,12.889214259351379,-18.235398623959767
Netherlands,CNRM-ESM2-1,-17.239035293556338,-99.68202817869849,-24.242492563487296,37.85088698692381,-7.363914679344208
New Zealand,CNRM-ESM2-1,1.8864348557390276,-99.72662378332514,-25.538632487530876,-19.058731751349377,-11.359872294477668
Nicaragua,CNRM-ESM2-1,0.1628338937818663,-99.99999999998748,-52.56980439344834,-98.45404558531705,-31.91434647047217
Nigeria,CNRM-ESM2-1,-1.7851048322009788,-99.99999999999532,-52.12712846043651,-61.62789882133832,-14.385599967195983
North Korea,CNRM-ESM2-1,21.468519118917406,-99.61207306740825,-23.090026294798804,17.594094333042356,-0.8069418643725901
North Macedonia,CNRM-ESM2-1,-42.22900655017441,-99.9999999660184,-57.74001252217904,-96.68142533870395,-44.5325898677777
Norway,CNRM-ESM2-1,25.306104877069878,135860.09553739766,-7.469630188246423,472.68042182049464,4.342721673070593
Pakistan,CNRM-ESM2-1,-17.514572919666204,-99.99935796811896,-53.185295816068965,-68.42324207711192,-43.83488874829157
Palestine,CNRM-ESM2-1,-52.680453047608864,-100.0,-73.29810820778795,-99.99868886215839,-69.54875992392226
Papua New Guinea,CNRM-ESM2-1,-5.179033874495653,-99.99999996114747,-46.0084436116584,-94.26847639451788,-37.53635972351047
Paraguay,CNRM-ESM2-1,-37.806837211681255,-99.99999999999594,-60.407272370663364,-98.15737907228066,-44.09006054241863
Peru,CNRM-ESM2-1,-15.426437362078072,-99.99999998814849,-54.899576433897,-96.07273666988107,-44.555613319827906
Philippines,CNRM-ESM2-1,-4.047365875972309,-99.9999999995253,-46.752660360173046,-98.527985837926,-32.512132746818374
Poland,CNRM-ESM2-1,-10.255958067154925,-99.9050290836903,-26.704633381877628,30.53893026863913,-0.6209575239124021
Portugal,CNRM-ESM2-1,-9.786726664405387,-99.99999998689843,-46.58088385021052,-98.36275899228458,-34.748817396052246
Romania,CNRM-ESM2-1,-44.810555097332546,-99.99999964375264,-58.44741894373192,-94.78297547188241,-45.18189054755891
Russia,CNRM-ESM2-1,27.414142695526223,766683366.0455906,5.6208791900370425,757.5094279351305,18.45201635528797
Rwanda,CNRM-ESM2-1,-26.165538391574128,-99.99999797999446,-49.60602287949016,-75.96467942074207,-34.44458183980778
Saudi Arabia,CNRM-ESM2-1,-35.72263597026246,-100.0,-73.60443996998683,-99.95672199150354,-44.64847014041062
Senegal,CNRM-ESM2-1,-15.610078789499404,-100.0,-59.01686203101024,-99.9743835065654,-22.220042790375068
Serbia,CNRM-ESM2-1,-27.21702596249964,-99.99999988731528,-45.62603682319881,-89.638817849071,-27.038005511600453
Sierra Leone,CNRM-ESM2-1,-7.222243676193929,-99.99999999999986,-58.895312553431054,-97.97004517997333,-32.57293683833187
Slovakia,CNRM-ESM2-1,-24.681971939961013,-99.99575816070472,-28.92699147412088,-6.2970990160771345,0.10119490961332245
Slovenia,CNRM-ESM2-1,-7.214974265496132,-99.99996505950513,-40.36191341708882,-58.52912958106563,-14.860467300865077
Somalia,CNRM-ESM2-1,-35.43829885687234,-99.99999999999984,-24.202214694870563,-95.59392881815329,37.8072988274304
Somaliland,CNRM-ESM2-1,-34.51120268024622,-99.99999999999994,29.314911896381645,-95.59157397526687,110.85968123940975
South Africa,CNRM-ESM2-1,-25.362746203234188,-99.99999999999972,-61.754774836720806,-99.97476790003853,-54.67328370477157
South Korea,CNRM-ESM2-1,30.10927201344369,-99.99875085054232,-32.388882805662654,-16.219964643879102,-5.190603139575545
Spain,CNRM-ESM2-1,-13.661790263282981,-99.99999997919832,-44.78413398317226,-97.26826317373968,-31.094689336563
Sri Lanka,CNRM-ESM2-1,-20.1883116700714,-99.99999998507064,-58.42596460959232,-62.0308940371021,-21.31508544843367
Suriname,CNRM-ESM2-1,-1.456316034190075,-100.0,-56.68461570628396,-98.05854073893687,-22.136984064079208
Sweden,CNRM-ESM2-1,12.208031999207659,6519.911008143554,-10.95175204455414,477.22581101930496,7.390647414018514
Switzerland,CNRM-ESM2-1,7.866584567358426,-96.58492800049456,-20.416416026535355,-0.7497145875047739,-3.966305925148772
Syria,CNRM-ESM2-1,-41.46515426632269,-99.99999999999997,-75.60885194639346,-99.97761990899986,-70.17856266000942
Taiwan,CNRM-ESM2-1,7.7426765359985605,-99.99999970839326,-45.476328658112244,-95.68783539490056,-37.04050664005142
Tajikistan,CNRM-ESM2-1,-6.183190594267374,837294790.5663289,-13.813763002282064,492.92809810344147,-16.0252864653962
Tanzania,CNRM-ESM2-1,-45.82202384540264,-99.99999999989726,-55.313914286066264,-95.3958865370113,-47.10712402147125
Thailand,CNRM-ESM2-1,-35.405475379234865,-99.99999999999999,-66.06159919053161,-98.81508399783449,-49.48806287070853
Togo,CNRM-ESM2-1,-18.148460162643797,-99.99999999999984,-54.63264050771175,-96.66186794226434,-23.08096655225997
Tunisia,CNRM-ESM2-1,-36.67700455819234,-100.0,-73.27187455918292,-99.99941895071231,-71.10505867393137
Turkey,CNRM-ESM2-1,-30.930912289739897,-99.99999999123233,-60.802141153568236,-97.85025703260939,-49.13526076820891
Turkmenistan,CNRM-ESM2-1,-35.81948165752855,-99.99999912997886,-71.82128684865957,-73.32101383412663,-53.61586399454002
Uganda,CNRM-ESM2-1,-56.58563047460283,-99.99999998391472,-58.60758490322831,-28.653025879177935,-19.269963463878298
Ukraine,CNRM-ESM2-1,-14.65264366844935,-99.9978862624673,-39.803638834494535,-19.613336248983835,-19.161404436316936
United Kingdom,CNRM-ESM2-1,-4.2753326468405906,-99.70692559629293,-22.75602193945181,-2.224029723581933,-7.788411977190684
United States of America,CNRM-ESM2-1,3.401443264872417,-99.99930552762362,-33.264024926516676,-17.59626471038946,-13.080497170709211
Uruguay,CNRM-ESM2-1,-34.46900147920841,-99.99999299413305,-38.14008094406991,-89.89150156267509,-29.454280503155
Uzbekistan,CNRM-ESM2-1,-22.471568516642037,-99.99667144813506,-68.65763500723656,-6.315222251229735,-52.92033415850824
Venezuela,CNRM-ESM2-1,-10.949658008560647,-100.0,-67.70231222456623,-98.72958861068719,-42.797330917852456
Vietnam,CNRM-ESM2-1,-6.306759722798949,-99.99999999996588,-50.34591199249314,-99.28906631952415,-36.762181222161466
Yemen,CNRM-ESM2-1,39.61524006698704,-100.0,-42.57176361372801,-98.57574027690248,-1.4778766643188612
Zambia,CNRM-ESM2-1,-38.03011853564466,-100.0,-61.07361185066209,-99.92655010608743,-48.01955342606685
Zimbabwe,CNRM-ESM2-1,-55.89191847289323,-100.0,-77.00504772606617,-99.99941860846027,-72.98257416446157
Afghanistan,MIROC-ES2L,147.95215993941255,-99.04151956707071,3.0305951643655016,-79.44455069597404,16.23054945817526
Albania,MIROC-ES2L,21.47929256915484,-98.9455633417547,-5.8511833509271804,-89.60102570665646,0.6056218948203962
Angola,MIROC-ES2L,-1.7726620888948497,-99.37664012180608,-13.281388272702966,-90.93739797402058,-6.816325858144806
Argentina,MIROC-ES2L,-11.762093472870195,-95.08427550609296,-9.626047381334125,-70.14038154252486,-10.601525897903402
Armenia,MIROC-ES2L,31.12985742921648,-89.84122815713783,-2.5725932954416275,-80.67863132348828,1.3252262207250842
Australia,MIROC-ES2L,-31.900715052245587,-99.8910766859798,-23.243496027832833,-95.52729443772171,-17.235379246280488
Bangladesh,MIROC-ES2L,4.4305680492099375,-99.35718988389701,-13.30130816126589,-91.61032463960882,-9.626288020448737
Belarus,MIROC-ES2L,0.9701010692187317,12902.408664209694,0.9292632096484343,159.93152824563091,-2.945815565985499
Benin,MIROC-ES2L,-0.421079533993729,-99.98339078751829,-20.918099019434845,-83.60576148443195,-12.586142503034464
Bolivia,MIROC-ES2L,-2.439063279345588,-99.7328214105511,-15.471973481040724,-88.77236959304908,-8.857294069479005
Botswana,MIROC-ES2L,-3.6078369129936783,-99.91165594352651,-13.615124330525429,-95.83773139404818,-8.250491910786582
Brazil,MIROC-ES2L,-6.035956725549429,-99.95675861050616,-19.19995069018665,-95.685725207914,-11.33380518080272
Bulgaria,MIROC-ES2L,-57.2584053569348,-80.9634167688471,-3.463353692043214,-74.16609771300949,0.4867654515211761
Burkina Faso,MIROC-ES2L,-42.91042653318035,-99.9874701479708,-21.225526526750073,-41.156525324804974,-12.100002827627037
Cambodia,MIROC-ES2L,-5.267324835796517,-98.83571908558497,-14.029546318851615,-49.49073750515186,-6.964869919904587
Cameroon,MIROC-ES2L,-0.8084944772592584,-99.47777368617137,-13.70545848818372,-91.86388576144502,-7.7873525319270716
Canada,MIROC-ES2L,11.047474316423322,21731123.577562403,11.203979677130182,702.7039729750541,9.416267253775935
Central African Rep.,MIROC-ES2L,-3.782210749672421,-99.78324783763976,-15.045576381911363,-93.18007688328075,-8.103461721481025
Chad,MIROC-ES2L,4.581069488646805,-99.44007824728213,-19.68286645677123,12.717752659847768,-2.0375678732858282
Chile,MIROC-ES2L,-2.994214729524025,-89.03604787205356,-4.892697892732601,-79.61093297955075,-4.863455072029931
China,MIROC-ES2L,15.285752656329986,2524.788416378927,0.6196277771291614,24.853052163431258,-0.19949146267081996
Colombia,MIROC-ES2L,-6.030854259420315,-99.45630032117941,-13.194863967920467,-90.31196858179672,-7.263738614693904
Congo,MIROC-ES2L,3.687373716908593,-99.26767443804685,-12.65324844280854,-88.31948535082577,-6.827555638661803
Costa Rica,MIROC-ES2L,-8.774993306030343,-99.99700930143824,-26.77012134850858,-96.38382633659384,-25.967843091036443
Croatia,MIROC-ES2L,-38.78296153141464,161.87863747102392,-3.857523169179189,-24.566315491625506,-3.290761560210642
Czechia,MIROC-ES2L,2.8264036691717287,780.953245201849,-3.2925286874414317,7.69640198737922,-4.605988753627266
Côte d'Ivoire,MIROC-ES2L,-4.769540760460833,-99.92527473327245,-18.86975275841255,-91.37090093338105,-11.281647195182774
Dem. Rep. Congo,MIROC-ES2L,-0.9629645045087343,-99.61301829472147,-14.390270762149559,-93.2266610119245,-7.646563883364149
Ecuador,MIROC-ES2L,-16.391513693700187,-98.78547125946781,-13.622543979072788,-88.87166135605516,-9.270674207859924
Eq. Guinea,MIROC-ES2L,0.8319119336214209,-99.27787568383643,-13.568845654235728,-83.84626431172012,-8.05513958776864
Ethiopia,MIROC-ES2L,-4.201353177340961,-99.76770966523856,-17.140035696883725,-93.64613022136936,-10.059335787977197
Finland,MIROC-ES2L,43.25374399008921,18043282.597035244,16.357757552787522,972.9055685130247,15.058454342645366
France,MIROC-ES2L,6.961398643964212,-82.83789476933455,-6.197836572005899,-57.337665631030745,-3.8335566761967366
Gabon,MIROC-ES2L,3.1939657837693147,-99.21804833250667,-12.336936412375387,-89.53634941115573,-6.660885260961747
Germany,MIROC-ES2L,15.548784579072894,719.4432489160992,-2.8080913154918785,14.468698431164185,-3.3102287481985626
Ghana,MIROC-ES2L,-8.198850764497688,-99.94411895179628,-18.69650313043085,-84.93151069792063,-11.076554447995875
Greece,MIROC-ES2L,-8.023543399046062,-99.69974972100488,-6.531169177276075,-94.93923921123266,-0.23350704929602784
Guatemala,MIROC-ES2L,-26.51181157532726,-99.99966868556814,-37.13686403938563,-97.46366968249522,-29.016697530423563
Guinea,MIROC-ES2L,-10.130882485858915,-99.90819099680489,-19.54005434004995,-93.96328505269727,-11.02735170117236
Guinea-Bissau,MIROC-ES2L,-86.38159706385079,-99.9999144463486,-29.99136243545315,-99.3699355582522,-24.147922409295784
Guyana,MIROC-ES2L,-10.112194512776284,-99.98415956560862,-20.610760703233176,-94.4584896023932,-12.731080240948224
Honduras,MIROC-ES2L,-10.812517049337767,-99.99950877827177,-28.755629471909707,-99.5625469554013,-28.93833316425893
India,MIROC-ES2L,-17.42350435214657,-99.8945667550003,-21.452110573687587,-93.9834923235048,-12.549661362654618
Indonesia,MIROC-ES2L,1.33955463354829,-99.4785345249398,-12.838394265262199,-90.25683338887325,-7.465393612724286
Ireland,MIROC-ES2L,16.06591358552172,73.90844796150606,0.4479520836832007,-25.140681365663617,-0.6981314998046273
Italy,MIROC-ES2L,3.086756906347099,-90.03854530955344,-6.003499810823532,-70.92666872589194,-3.52192454932867
Japan,MIROC-ES2L,0.5678415035793138,-75.82527291692259,-5.061518856883462,-54.25272742480871,-2.9973446267474113
Kazakhstan,MIROC-ES2L,-13.662999403727339,8803.708320719526,0.7263783245025968,146.23034907041077,2.4326207551973456
Kenya,MIROC-ES2L,-37.70998718656108,-99.95691244983786,-17.781325738142428,-95.97804794755223,-10.980157667553769
Kyrgyzstan,MIROC-ES2L,147.51673632890748,13338.103714742661,4.98416232145944,166.71294512227053,14.329101090258757
Laos,MIROC-ES2L,1.899389801047402,-97.14736882995496,-11.632049932347321,-78.59471139631101,-6.115414311131473
Latvia,MIROC-ES2L,-3.037101156230426,33667.37820760271,5.020425470970968,543.7944616220225,3.167605050383726
Lesotho,MIROC-ES2L,24.396400183431766,-94.92719578531327,-7.033549657107185,-65.02518019327209,-2.7761495978864237
Liberia,MIROC-ES2L,3.73221986945389,-99.72106551564174,-14.703719795340453,-86.69962450390523,-7.240913384450787
Lithuania,MIROC-ES2L,4.034491723746547,12258.81389168156,-0.5420167423029643,228.63960538264308,-5.080555221949701
Madagascar,MIROC-ES2L,-8.476039992478036,-99.87681539169958,-13.446872488149374,-93.59562701816583,-7.412453585753381
Malawi,MIROC-ES2L,2.8296242547022787,-99.61095318622613,-15.356612999053254,-92.71611691202729,-8.466216996273944
Malaysia,MIROC-ES2L,3.427642583103041,-99.02502668391784,-13.479332741355499,-91.27104654143581,-7.581460920834693
Mali,MIROC-ES2L,-71.9185467076427,-99.99982247273469,-24.180466976384484,-68.6775361278261,-10.8123397084967
Mexico,MIROC-ES2L,-2.0395086703411613,-99.9853089336769,-19.945448755887018,-97.92552619197068,-13.035952912506687
Moldova,MIROC-ES2L,186.28986746535583,-44.253700608246525,2.2110274911576466,-35.44345375639345,12.299606878866854
Mongolia,MIROC-ES2L,61.575655277046316,1102992.1204927203,10.687624514261728,700.6677552362867,12.83222076963294
Morocco,MIROC-ES2L,7.226368343738776,-99.99988300305859,-15.817621473212185,-98.89476956164154,-7.993361478005212
Mozambique,MIROC-ES2L,-9.84769223095795,-99.93190138734677,-16.172891752191255,-95.40210008058676,-9.372422608268689
Myanmar,MIROC-ES2L,1.946596220850405,-97.59666139876025,-10.659511841309977,-78.8375025629945,-6.1962195225360945
Namibia,MIROC-ES2L,24.52107232055416,-99.83529580714169,-11.240870209620956,-94.1474902494938,-1.1885601433812176
Nepal,MIROC-ES2L,7.0185598501459,-47.56400758989561,-4.565807634441466,-38.23726142522521,-2.8147959969167857
Netherlands,MIROC-ES2L,15.685892874255615,251.34897750334727,-3.416195499585095,5.867281418660342,-4.045075596015241
New Zealand,MIROC-ES2L,19.281322562354262,58.57999434500718,-0.7713847752619962,-6.170670666357647,0.20156114297193994
Nicaragua,MIROC-ES2L,-17.235349405926314,-99.99775689328501,-25.71684125335575,-97.28725854487458,-20.16860010334628
Niger,MIROC-ES2L,-79.57300943484812,-92.14800824806315,-9.170733776215512,68.0903337695064,3.344231092427763
Nigeria,MIROC-ES2L,-13.951993096420823,-99.9354078231574,-19.934863067607957,-83.96701257454023,-11.734302656694645
North Korea,MIROC-ES2L,35.83272001033044,900.2006432100934,0.5564960213350068,1.2768627878114391,-3.5570734572950347
Norway,MIROC-ES2L,20.816533289793647,379985.8679158846,9.332641568339062,427.62224647826076,5.059666871983016
Pakistan,MIROC-ES2L,184.6750164290623,-99.98327804800353,-9.084115765626455,-96.50596277437171,7.827888755128509
Papua New Guinea,MIROC-ES2L,-4.663941115997394,-99.13234850272349,-9.633950848671935,-88.6680817762192,-4.48801685803677
Paraguay,MIROC-ES2L,-54.86601823591931,-99.98425395561874,-23.992648951571905,-83.02553229685425,-18.551147609283714
Peru,MIROC-ES2L,0.7725931060847513,-98.58371841759083,-12.756692638361367,-88.47786866407918,-8.20255191045463
Philippines,MIROC-ES2L,14.975904333792457,-99.67501883560091,-15.648775058889008,-79.3330767664026,-7.433987567184774
Poland,MIROC-ES2L,2.8782843827596993,2268.64132798735,-1.4933363051484294,163.49099155206736,-3.2546028799739837
Portugal,MIROC-ES2L,2.166538068290347,-99.05234097071005,-10.630109621557992,-94.63225685419457,-13.199603300778495
Romania,MIROC-ES2L,-16.45705389635467,153.30676036458962,-1.8973376618651172,-9.652903117304568,1.8425590555781302
Russia,MIROC-ES2L,12.34241177266866,422148865.4293184,12.68147068709764,1151.8956784134948,12.839863870104628
S. Sudan,MIROC-ES2L,-6.43147640997298,-99.8719726615309,-18.152039105888605,-94.84555090570818,-10.51918803670805
Senegal,MIROC-ES2L,-39.15300970384285,-99.9999827103912,-57.33352334258935,-88.93978370240092,-25.393649633174626
Serbia,MIROC-ES2L,-6.877435526442044,-36.06653242470843,-3.950810932048654,-37.37789382055302,-1.0899735154223822
Sierra Leone,MIROC-ES2L,-1.4053087701872968,-99.9422034009273,-19.043915821210334,-96.12205924271026,-11.434413921223957
Slovakia,MIROC-ES2L,-1.4993779659063455,789.1470970992218,-2.8421456478012863,19.74052891134656,-2.897892836167615
Slovenia,MIROC-ES2L,-5.523995129653237,158.02165846287105,-3.236491805871755,-21.71281354163675,-2.3397988307351234
South Africa,MIROC-ES2L,13.934694410766335,-98.98544824562056,-9.169752433504918,-85.92799351539907,-3.3902457125240204
Spain,MIROC-ES2L,7.236271331584709,-99.53680903087444,-15.457075436806377,-95.03690899704173,-18.57102541218572
Sudan,MIROC-ES2L,-36.34103669923543,-99.56938863816563,-20.026098136632754,-20.79678206333066,-2.511186938141119
Suriname,MIROC-ES2L,12.521791263439841,-99.99576403258439,-23.670479746276396,-97.19607053113465,-14.574056433323273
Sweden,MIROC-ES2L,6.758470328124999,187750.9677360183,8.514441006817153,433.733997143809,5.8674688849201235
Taiwan,MIROC-ES2L,30.19438030574644,-99.65123566495149,-15.633302783873049,-88.82378098604161,-10.114146982954757
Tajikistan,MIROC-ES2L,181.9536234162701,9141.261056502959,8.02198366128164,143.3669363575504,21.45818546839884
Tanzania,MIROC-ES2L,-3.4324953775316303,-99.81223439521118,-14.022845626628555,-93.59995630003237,-7.405002493833107
Thailand,MIROC-ES2L,-8.830209057917193,-96.4763602302856,-14.138933413907539,-64.50876714057418,-8.00374953435976
Turkey,MIROC-ES2L,-8.062547771189443,-97.48458924838374,-8.042295213284056,-86.50909193912102,-4.654517775370287
Uganda,MIROC-ES2L,16.499913189334215,-99.39157607885389,-13.317550232586816,-92.17948078067431,-6.299998400150997
Ukraine,MIROC-ES2L,15.455577385685793,700.1327380902663,-0.27513032163913875,19.01154888134675,1.3375511087625136
United Kingdom,MIROC-ES2L,11.474934236402024,157.68215205848287,0.03387376825914057,-3.701002254632418,0.5713332682105277
United States of America,MIROC-ES2L,11.261455483969417,64.4581712622323,-1.9011650010776426,-22.786013993363838,-0.564078503818255
Uruguay,MIROC-ES2L,-8.31874261445077,-33.8734648746367,-6.700854921704136,42.65275238274751,-6.825598489689083
Uzbekistan,MIROC-ES2L,68.40338401203294,-69.08031212035857,9.782945208784,-21.106454718716616,15.832360226624541
Venezuela,MIROC-ES2L,-12.474824806217022,-99.97438312357045,-18.529502565776234,-95.39311226435213,-11.425860363732953
Zambia,MIROC-ES2L,-2.7220945254417206,-99.68815852955687,-16.79171291983186,-90.55426396131767,-9.564394480351895
Zimbabwe,MIROC-ES2L,-7.199859213364157,-99.9253643773615,-16.452598449266496,-95.37517807192165,-10.425504796981317
eSwatini,MIROC-ES2L,-6.074104495428633,-98.1277198773005,-7.950736903803801,-77.77640006486746,-3.980622677262036
